,0,1,2
596,608,2987,2308
597,6820,5088,1422
598,3250,6207,1512
599,5539,5397,2825
600,13000,1635,10505
601,8706,4238,4370
602,2802,3849,1331
603,5750,10306,7669
604,45779,17397,3488
605,18915,9667,3550
606,6950,1347,2381
607,3590,2041,2649
608,51705,8244,5572
609,10979,4635,4233
610,8823,7638,7239
611,68770,3201,9461
612,4029,5972,7589
613,1662,1502,3141
614,10062,2701,8240
615,6982,5998,10069
616,1060,978,4803
617,4787,1933,2485
618,20590,4334,7729
619,18646,2840,12006
620,2227,4070,3241
621,3564,3310,1105
622,103594,2309,7494
623,29330,9585,8894
624,5382,924,5323
625,6279,7535,8528
626,1917,1617,1379
627,11789,3557,6958
628,11617,8012,8631
629,2748,2742,639
630,7364,9432,3198
631,4256,3057,1980
632,24439,2210,8706
633,1387,1751,3239
634,31150,5603,4944
635,14085,6343,7048
636,2279,1802,4730
637,2387,1796,1347
638,786,546,1787
639,457,195,856
640,1290,614,480
641,1823,388,647
642,4278,4182,4718
643,36975,17234,47039
644,12127,1670,4116
645,8105,3133,4967
646,747,1797,1452
647,7470,4634,4657
648,7336,4461,7629
649,19647,4604,12336
650,38363,26607,22432
651,22719,1548,5093
652,6698,5187,13807
653,8022,3907,7674
654,26213,2184,2052
655,39304,7650,9251
656,259,1064,948
657,1161,3149,4616
658,3087,2961,4037
659,4633,6456,6318
660,9757,5217,3147
661,4225,9828,4273
662,20717,12266,15562
663,37647,6348,9011
664,9060,3323,5264
665,19261,1102,5152
666,5987,2211,7800
667,42218,3628,5597
668,30757,5077,5669
669,1954,1602,772
670,7046,7071,2966
671,299,192,3512
672,6066,9965,14938
673,3441,2966,9761
674,2720,1621,11107
675,5018,2510,3072
676,4037,4700,4109
677,7307,2873,2712
678,9817,5197,5340
679,6391,13750,7175
680,5233,9467,7603
681,1764,7591,6318
682,1384,1996,810
683,1733,2496,993
684,5451,32971,3308
685,29134,7235,9578
686,8622,4975,6133
687,106087,6727,47263
688,19409,7510,25726
689,13566,4826,2123
690,10156,2580,3020
691,5339,9705,12651
692,1128,1480,1875
693,3423,3736,8657
694,58477,5381,20671
695,57644,6518,11426
696,43531,24215,11995
697,12603,3842,9057
698,12520,538,6984
