,0,1,2
681,2441,7713,6620
682,1582,2823,1020
683,2121,3620,1028
684,9363,29853,3608
685,26174,11134,9978
686,8321,5698,6480
687,103587,9513,47493
688,19350,7797,26231
689,13982,6455,2225
690,10114,2705,3499
691,5209,10072,13090
692,1050,2240,2390
693,3353,3968,8951
694,58396,6958,19459
695,57525,6301,12917
696,43064,26774,13509
697,12557,4585,9482
698,13654,983,8378
699,20974,9007,26618
700,10924,13735,21417
701,3651,3241,3855
702,7168,2838,2509
703,17800,7268,4220
704,8361,8674,8157
705,8595,3846,2392
706,1434,5052,2712
707,28616,2146,5310
708,59246,10038,14890
709,9154,3542,882
710,1619,5637,5643
711,9229,2819,20353
712,307,660,572
713,12230,18505,2795
714,120176,36928,17395
715,30351,7967,5249
716,20242,8038,6749
717,33270,7290,5519
718,9666,1432,5625
719,11135,1821,5600
720,15455,8550,13481
721,5785,1653,738
722,2570,1888,1201
723,9491,4979,6272
724,4594,7045,5593
725,25337,11524,11120
726,1506,2663,651
727,65364,7909,4852
728,7453,3048,1038
729,15635,10309,13042
730,28897,6520,14684
731,5192,3102,2367
732,15793,4904,8412
733,7118,5853,5156
734,10240,8958,4316
735,88113,17868,13760
736,27313,14517,27595
737,13001,2486,1576
738,3996,6302,3909
739,3976,1208,2472
740,4823,2330,3076
741,2982,3956,900
742,7155,7644,4127
743,4936,4242,200
744,7360,4618,1531
745,25903,15311,14310
746,33220,3619,7530
747,34968,6302,23646
748,64259,9332,13876
749,10835,2564,3456
750,2010,4165,4985
751,3306,5992,6030
752,3585,2709,2538
753,2544,1603,6928
754,8983,5746,12638
755,39084,32478,21994
756,37440,13120,14510
757,46568,9405,12746
758,26519,15392,16418
759,2484,3276,4621
760,9556,5776,6624
761,70177,15111,17532
762,32585,3962,4393
763,503,933,613
764,2760,783,1932
765,2424,6834,5881
766,11129,2331,2615
767,15529,1229,6285
768,16656,7707,9729
769,15410,6228,23711
770,4527,1440,2209
771,3798,3796,3336
772,7633,5506,5603
773,5721,11888,9683
774,8460,1665,4199
775,15178,3025,9122
776,31997,4816,12036
777,26680,6311,14718
778,25832,4375,14086
779,16315,7849,10906
780,4625,898,5352
781,29403,14230,16746
782,11961,6312,4452
783,6058,6359,6484
784,7691,17506,20692
785,279,283,417
786,10567,7157,9664
787,3578,6133,9361
788,4461,4108,5859
789,8533,6059,8033
790,46927,20079,14187
791,15816,7229,7632
792,1268,2347,2632
793,2683,4957,1422
794,2948,2416,1771
795,2331,2283,1624
796,13711,10988,19092
797,22905,12451,4496
798,2796,6998,2728
799,1829,799,1061
800,1048,2054,5357
801,18892,1736,5329
802,24444,4024,8674
803,6855,3551,3334
804,70950,9623,5745
805,51856,7240,9810
806,63072,13167,15016
807,10757,3142,8940
808,62141,13217,11484
809,10727,5878,9175
810,20287,7572,1935
811,14819,9251,9055
812,2908,1813,5239
813,25244,6698,11901
814,2797,2827,8239
815,3487,5998,3554
816,923,1848,854
817,32614,5939,3954
818,5806,3054,7409
819,23687,5716,5658
820,42321,13618,10147
821,11134,9386,4626
822,155554,25441,17716
823,6702,8118,11462
824,10614,1184,8438
825,2552,673,1524
826,71914,10760,6064
827,182,2701,1099
828,1039,4726,1683
829,352,2293,520
830,273,707,562
831,42908,8076,10284
832,23324,11810,31052
833,897,1082,2835
834,862,2592,2142
835,1976,1533,4506
836,3997,2502,5142
837,8899,6246,4824
838,2278,3604,2699
839,1165,1817,590
840,3845,4458,2536
841,7974,12040,19920
842,1874,1886,817
843,649,2508,3703
844,112299,14170,8369
845,12787,3393,2081
846,3501,1587,992
847,13528,14202,7506
848,2714,1486,1403
849,17261,3269,2974
850,1194,1721,435
851,52551,4740,7157
852,16703,5913,3886
853,309,1148,515
854,2788,6004,2019
855,4070,4952,4396
856,5399,2872,9044
857,2487,1887,4998
858,1042,10361,12423
859,8125,6465,8462
860,3923,4902,6154
861,1005,2691,2356
862,9010,7664,6302
863,43695,10281,3704
864,2788,2869,4537
865,10231,5257,4925
866,33953,16887,14427
867,5107,6221,6208
868,4308,8760,6551
869,24008,21547,20142
870,19429,5005,10066
871,21495,4345,4750
872,20087,3153,4291
873,1738,2504,3046
874,3221,2078,609
875,3076,3828,806
876,507,2212,2373
877,3910,3558,2764
878,6085,2130,2381
879,27403,3109,2605
880,25939,7405,6189
881,22478,4901,4802
882,38908,9393,3959
883,407,2482,2454
884,1978,2196,3889
885,3567,1185,3764
886,2440,1398,6619
887,6679,3964,4785
888,8401,4732,11407
889,16934,3448,13299
890,1501,1452,1646
891,6270,11719,15130
892,7945,15856,24981
893,10695,5539,14150
894,61667,14977,12317
895,4869,4146,6338
896,1173,4596,7256
897,794,461,463
898,1058,1833,3288
899,1610,2532,4749
900,11098,8288,14111
901,1209,2998,2981
902,6408,3527,9056
903,5666,5191,3881
904,3489,3541,4172
905,7124,2885,3088
906,4575,1516,1177
907,6662,8902,9659
908,27693,16648,25218
909,1227,1884,2293
910,917,1268,2767
911,1497,3972,3718
