,areas,phi,rho,seg,name
0,50,276.17606,0.103684604,3,9467252_03_013
0,16,273.93872,0.13594055,3,9467252_03_014
0,15,62.18479,0.07939986,3,9467252_03_021
0,41,124.78759,0.119914144,1,9467252_03_022
0,31,208.27693,0.18008745,1,9467252_05_001
0,107,326.03983,0.05872821,3,9467252_05_001
1,23,29.714499,0.05636014,3,9467252_05_001
2,10,349.8744,0.050075017,3,9467252_05_001
3,11,340.9322,0.03975306,3,9467252_05_001
4,54,47.198193,0.039760146,3,9467252_05_001
5,10,97.22302,0.021213923,3,9467252_05_001
6,41,165.63203,0.016948797,3,9467252_05_001
0,29,210.13802,0.18026587,1,9467252_05_002
0,14,16.381414,0.06522775,3,9467252_05_002
1,237,27.359652,0.0328354,3,9467252_05_002
2,20,58.556072,0.06587058,3,9467252_05_002
0,70,221.1592,0.171276,1,9467252_05_003
0,126,28.90346,0.035002083,3,9467252_05_003
1,25,60.955345,0.05926734,3,9467252_05_003
2,28,72.70155,0.05107634,3,9467252_05_003
3,22,71.0669,0.010164657,3,9467252_05_003
0,15,220.68614,0.16836986,1,9467252_05_004
1,13,218.58615,0.17261219,1,9467252_05_004
2,162,197.68604,0.15846172,1,9467252_05_004
3,118,212.54079,0.16926198,1,9467252_05_004
0,39,66.96524,0.048045717,3,9467252_05_004
1,28,23.113277,0.011344817,3,9467252_05_004
0,21,215.0956,0.17076334,1,9467252_05_005
1,149,199.08295,0.163714,1,9467252_05_005
0,11,38.690556,0.084009156,3,9467252_05_005
0,17,247.61008,0.10333148,1,9467252_05_006
1,10,230.65186,0.10982807,1,9467252_05_006
2,16,235.89609,0.142232,1,9467252_05_006
0,10,243.42879,0.114167035,1,9467252_05_007
1,330,224.14252,0.11237747,1,9467252_05_007
2,36,235.00027,0.12951517,1,9467252_05_007
3,13,225.41861,0.15689798,1,9467252_05_007
0,13,266.49652,0.13558996,3,9467252_05_007
0,10,278.14804,0.098120645,3,9467252_05_008
0,13,74.90685,0.09187076,1,9467252_05_011
0,89,326.72498,0.110821806,3,9467252_05_011
1,125,213.6201,0.07524185,3,9467252_05_011
2,65,210.36238,0.11754421,3,9467252_05_011
0,25,63.2365,0.10733728,3,9467252_05_016
0,31,212.1519,0.18192019,1,9467252_06_000
0,135,212.89905,0.18149747,1,9467252_06_001
0,770,318.6209,0.04079996,3,9467252_06_001
1,13,287.75174,0.10348366,3,9467252_06_001
2,51,228.896,0.023143455,3,9467252_06_001
0,19,207.10765,0.18717082,1,9467252_06_002
0,11,-1.5438112,0.05350588,3,9467252_06_002
1,721,351.20013,0.027413905,3,9467252_06_002
2,24,297.00153,0.09000687,3,9467252_06_002
3,19,271.13705,0.014398749,3,9467252_06_002
0,553,66.02893,0.041928332,3,9467252_06_003
0,533,219.65619,0.16318384,1,9467252_06_004
0,53,289.78156,0.16839352,3,9467252_06_004
1,19,31.081324,0.06448526,3,9467252_06_004
2,238,54.244637,0.033163186,3,9467252_06_004
3,104,76.22153,0.07488921,3,9467252_06_004
4,14,275.98566,0.068127245,3,9467252_06_004
0,495,218.49292,0.16850282,1,9467252_06_005
1,183,195.67926,0.17353621,1,9467252_06_005
2,66,208.92781,0.17621541,1,9467252_06_005
0,10,45.595543,0.08689315,3,9467252_06_005
1,48,52.129498,0.07806174,3,9467252_06_005
2,15,277.19696,0.16189602,3,9467252_06_005
3,41,100.42815,0.015248565,3,9467252_06_005
0,29,216.12976,0.1700736,1,9467252_06_006
0,17,291.685,0.17418906,3,9467252_06_006
1,63,50.18145,0.08160778,3,9467252_06_006
0,11,244.25359,0.10673058,1,9467252_06_007
1,15,236.27385,0.09835171,1,9467252_06_007
2,16,236.69345,0.10730164,1,9467252_06_007
3,15,232.96364,0.11334828,1,9467252_06_007
4,43,226.51164,0.11555871,1,9467252_06_007
5,133,227.6443,0.15847221,1,9467252_06_007
0,184,226.61633,0.15182404,1,9467252_06_008
0,110,266.29462,0.081084445,3,9467252_06_011
0,17,91.74245,0.08949794,1,9467252_06_012
0,12,74.74094,0.10635146,3,9467252_06_018
1,12,92.119194,0.10641142,3,9467252_06_018
0,17,136.84793,0.12884836,1,9467311_01_004
0,23,120.23181,0.114022076,1,9467311_01_005
1,27,146.85063,0.11192572,1,9467311_01_005
2,12,147.36674,0.13411881,1,9467311_01_005
0,17,128.40573,0.111224964,1,9467311_01_006
0,15,326.2842,0.09592469,3,9467311_01_009
0,30,100.62245,0.10628864,1,9467311_01_010
0,17,51.238674,0.10006464,3,9467311_01_011
0,11,37.032608,0.0855953,3,9467311_01_016
1,51,284.34296,0.11427255,3,9467311_01_016
0,53,41.579025,0.08752722,3,9467311_01_017
0,38,300.85834,0.11618285,3,9467311_01_018
0,11,173.21283,0.1210308,1,9467311_01_022
0,13,40.073,0.094132006,3,9468250_03_003
0,12,160.74673,0.14073019,1,9468250_03_004
0,41,91.981064,0.07108755,1,9468250_03_012
0,49,72.083405,0.072591335,1,9468250_03_013
1,10,134.15819,0.13780452,1,9468250_03_013
0,57,349.25293,0.14829499,1,9468250_03_014
0,20,348.62994,0.15404801,1,9468250_03_015
1,45,192.92563,0.16191053,1,9468250_03_015
0,98,303.5852,0.07660587,3,9468250_03_021
0,73,310.0642,0.09658777,3,9468250_03_022
0,20,215.0131,0.14756271,1,9468250_08_001
1,158,202.5896,0.14742686,1,9468250_08_001
2,11,210.73079,0.17112541,1,9468250_08_001
3,23,198.74667,0.1635719,1,9468250_08_001
4,11,195.89636,0.15957554,1,9468250_08_001
0,158,191.1926,0.15339246,1,9468250_08_002
0,76,25.097067,0.07581721,3,9468250_08_002
0,60,50.743324,0.08974302,3,9468250_08_003
1,25,301.10846,0.100204535,3,9468250_08_003
2,17,339.41235,0.021280615,3,9468250_08_003
0,63,58.922997,0.107121915,3,9468250_08_004
1,29,228.89297,0.089996874,3,9468250_08_004
2,16,207.84656,0.077439636,3,9468250_08_004
0,36,65.11959,0.12139222,3,9468250_08_005
1,13,74.68686,0.11038407,3,9468250_08_005
0,29,68.17364,0.13940823,3,9468250_08_006
0,10,40.326134,0.11990394,3,9468250_08_007
1,32,44.4309,0.10956643,3,9468250_08_007
0,67,56.384163,0.09926547,3,9468250_08_008
1,12,110.20624,0.10907035,3,9468250_08_008
0,18,349.88556,0.13782163,1,9468250_08_010
1,11,243.41656,0.1235385,1,9468250_08_010
0,195,302.93384,0.11968356,3,9468250_08_010
1,46,318.24863,0.08693936,3,9468250_08_010
0,14,74.70401,0.09045162,1,9468250_08_011
1,25,117.15624,0.1259808,1,9468250_08_011
0,327,312.6063,0.097421914,3,9468250_08_011
0,65,65.52214,0.08013065,1,9468250_08_012
0,15,124.637215,0.12617943,1,9468250_08_013
1,13,193.76863,0.10724916,1,9468250_08_013
0,11,348.43134,0.17015024,1,9468250_08_014
1,22,340.79507,0.10599234,1,9468250_08_014
2,92,192.37563,0.12442544,1,9468250_08_014
0,12,341.7081,0.11652262,1,9468250_08_015
1,29,214.40024,0.11511036,1,9468250_08_015
2,21,206.35947,0.11573239,1,9468250_08_015
3,113,197.67404,0.13711146,1,9468250_08_015
0,19,21.895945,0.088342726,3,9468250_08_015
1,36,286.52896,0.13995679,3,9468250_08_015
0,42,206.25992,0.15296999,1,9468250_08_016
0,31,119.57052,0.1369305,1,9468250_08_017
0,28,46.433044,0.10808941,3,9468250_08_017
0,15,231.08908,0.16333614,1,9468250_08_018
1,40,224.87427,0.16791865,1,9468250_08_018
2,11,218.50696,0.17152703,1,9468250_08_018
3,14,207.04303,0.16484119,1,9468250_08_018
4,11,202.1384,0.15959732,1,9468250_08_018
0,21,52.13874,0.109037794,3,9468250_08_018
0,16,242.55534,0.15991436,1,9468250_08_019
1,11,125.08293,0.15132456,1,9468250_08_019
0,10,34.762943,0.10136305,3,9468250_08_019
0,43,290.7523,0.033583306,3,9468250_08_020
0,39,271.8666,0.034595057,3,9468250_08_021
0,64,237.57901,0.17050502,1,9468250_08_022
1,10,179.51978,0.1392145,1,9468250_08_022
0,14,286.07364,0.13972363,3,9468250_08_022
1,13,275.32043,0.058037862,3,9468250_08_022
2,13,250.73332,0.039480705,3,9468250_08_022
0,109,204.79117,0.15,1,9468250_10_001
0,97,300.08875,0.08944524,3,9468250_10_002
1,13,284.2695,0.07579951,3,9468250_10_002
0,14,218.74316,0.12102959,1,9468250_10_015
0,78,227.04068,0.12831949,1,9471214_05_005
0,39,203.3025,0.12640944,1,9471214_05_013
0,27,220.40425,0.15168466,1,9471214_05_014
0,36,24.367277,0.05638108,3,9472164_00_000
0,35,215.83241,0.124362245,1,9472164_00_007
0,92,210.6236,0.121045075,1,9472164_00_008
0,135,303.83023,0.1036012,3,9472164_00_008
0,39,307.68323,0.1116272,3,9472164_00_010
0,77,218.01405,0.116730325,1,9472785_00_000
0,30,227.44044,0.14002664,1,9472785_00_001
1,11,230.37286,0.15021732,1,9472785_00_001
2,13,217.7596,0.15101099,1,9472785_00_001
3,395,205.63025,0.18127829,1,9472785_00_001
4,18,201.79025,0.16604711,1,9472785_00_001
5,10,196.88882,0.15980485,1,9472785_00_001
0,41,361.99646,0.060575448,3,9472785_00_002
0,10,154.52074,0.14491755,1,9473302_10_019
0,29,241.76028,0.110416025,1,9473331_03_000
0,70,225.60306,0.16112216,1,9473331_03_007
1,28,209.22052,0.15470985,1,9473331_03_007
0,146,348.32166,0.067282066,1,9473331_03_011
0,305,352.3723,0.07225007,1,9473331_03_012
1,26,118.2766,0.056325156,1,9473331_03_012
0,30,347.06674,0.08233128,1,9473331_03_013
1,315,345.31625,0.051733088,1,9473331_03_013
2,35,1.1534331,0.06055552,1,9473331_03_013
0,477,344.69324,0.05436287,1,9473331_03_014
1,87,177.6634,0.040389627,1,9473331_03_014
2,15,174.01544,0.053539086,1,9473331_03_014
0,55,354.11224,0.08274523,1,9473331_03_015
1,18,192.87285,0.044605583,1,9473331_03_015
0,42,1.0559318,0.08867211,1,9473331_03_016
1,34,353.6312,0.078931995,1,9473331_03_016
2,10,-1.1410217,0.072105184,1,9473331_03_016
0,21,3.65664,0.21493001,1,9473331_03_017
1,45,-0.6852719,0.20652935,1,9473331_03_017
2,159,-0.8666643,0.094383866,1,9473331_03_017
3,17,81.60927,0.03041394,1,9473331_03_017
4,36,142.09193,0.034953173,1,9473331_03_017
0,101,192.79414,0.14322174,1,9473335_10_000
0,46,30.284933,0.06720494,3,9473335_10_002
0,15,238.21455,0.12905453,1,9473335_10_006
0,68,242.8524,0.16199067,1,9473335_10_021
1,72,235.00291,0.16308515,1,9473335_10_021
2,21,227.81918,0.16545919,1,9473335_10_021
3,40,160.22098,0.12871137,1,9473335_10_021
4,12,214.76338,0.14342684,1,9473335_10_021
0,22,323.17905,0.12207969,3,9473335_10_021
0,165,252.15862,0.12871858,1,9473335_10_022
1,122,242.18126,0.16163163,1,9473335_10_022
2,72,235.62486,0.1630201,1,9473335_10_022
3,11,214.59767,0.15616435,1,9473335_10_022
4,14,208.76945,0.148951,1,9473335_10_022
0,54,314.0125,0.1320799,3,9473335_10_022
1,17,310.0905,0.119589485,3,9473335_10_022
0,87,311.97122,0.126433,3,9473791_06_000
1,23,42.922222,0.104006685,3,9473791_06_000
2,80,314.3736,0.1003809,3,9473791_06_000
3,30,49.557396,0.04585826,3,9473791_06_000
0,32,152.47824,0.08376773,1,9473791_06_001
0,10,139.92921,0.08658549,1,9473791_06_002
0,11,301.1488,0.13413505,3,9473791_06_002
0,10,305.35574,0.16618109,3,9473791_06_003
1,39,296.00638,0.13889763,3,9473791_06_003
0,30,249.43797,0.14144424,1,9473791_06_006
0,64,54.740063,0.13313118,3,9473791_06_006
0,11,103.69251,0.1093025,1,9473791_06_007
1,12,105.37155,0.117142476,1,9473791_06_007
2,79,250.06761,0.12786914,1,9473791_06_007
3,10,232.4088,0.119589515,1,9473791_06_007
4,16,220.06096,0.116022244,1,9473791_06_007
5,28,140.99135,0.133248,1,9473791_06_007
6,13,209.1063,0.12032324,1,9473791_06_007
7,11,201.48174,0.11811836,1,9473791_06_007
0,463,56.698383,0.12666194,3,9473791_06_007
0,147,316.9991,0.13721314,3,9473791_06_008
1,592,56.252373,0.11771472,3,9473791_06_008
0,26,325.76245,0.1222824,3,9473791_06_009
1,125,46.707615,0.1099513,3,9473791_06_009
2,14,50.74937,0.12416054,3,9473791_06_009
3,99,65.09064,0.11047801,3,9473791_06_009
0,11,294.41644,0.14577402,3,9473791_06_012
1,63,259.16617,0.088170946,3,9473791_06_012
0,66,123.07666,0.106594965,1,9473791_06_013
1,42,188.4085,0.08282921,1,9473791_06_013
0,17,204.233,0.07711841,1,9473791_06_014
1,25,192.37549,0.09328468,1,9473791_06_014
0,17,291.74146,0.14319536,3,9473791_06_017
0,20,307.71082,0.13775375,3,9473791_08_000
1,40,303.53543,0.119585976,3,9473791_08_000
2,15,41.895298,0.09040251,3,9473791_08_000
3,88,306.54825,0.10390857,3,9473791_08_000
0,43,139.15273,0.066542454,1,9473791_08_001
0,48,48.55363,0.109598376,3,9473791_08_001
1,14,67.73511,0.069748685,3,9473791_08_001
2,27,251.33865,0.07309986,3,9473791_08_001
0,33,53.779083,0.11997441,3,9473791_08_002
1,10,237.21591,0.09907367,3,9473791_08_002
0,38,294.50775,0.14171074,3,9473791_08_003
0,41,302.07782,0.16943567,3,9473791_08_005
0,195,123.76588,0.12091467,1,9473791_08_006
0,79,260.99704,0.12643252,1,9473791_08_007
1,81,122.95959,0.11926025,1,9473791_08_007
0,118,51.56191,0.12703198,3,9473791_08_007
0,88,315.6126,0.13966733,3,9473791_08_008
1,293,55.07588,0.12353224,3,9473791_08_008
0,18,311.73468,0.1290947,3,9473791_08_009
1,23,305.2421,0.1456082,3,9473791_08_009
0,29,314.2582,0.106864914,3,9473791_08_010
1,14,278.25168,0.1350844,3,9473791_08_010
0,17,90.455925,0.09496372,1,9473791_08_011
0,12,90.53964,0.12178585,3,9473791_08_011
0,101,115.98364,0.10277122,1,9473791_08_012
1,32,209.9979,0.054806817,1,9473791_08_012
2,10,194.01524,0.06816222,1,9473791_08_012
3,10,194.0222,0.07385407,1,9473791_08_012
4,12,188.5456,0.07397975,1,9473791_08_012
5,21,185.44806,0.087197796,1,9473791_08_012
0,59,116.55968,0.10127969,1,9473791_08_013
1,73,192.25945,0.069758214,1,9473791_08_013
0,125,288.81073,0.11571505,3,9473791_08_013
0,29,294.50256,0.059872482,1,9473791_08_014
1,21,196.11417,0.07905718,1,9473791_08_014
0,10,227.37238,0.079465665,1,9473791_08_015
0,13,78.08673,0.1018865,3,9473791_08_020
0,31,82.691124,0.10723834,3,9473791_08_021
1,10,138.43773,0.10673342,3,9473791_08_021
0,14,131.33168,0.12302142,1,9473791_10_006
0,107,78.3156,0.1377393,3,9473791_10_008
0,32,128.10963,0.107256666,1,9473791_10_013
0,196,168.91695,0.108285084,1,9473858_08_000
1,41,206.27509,0.15295698,1,9473858_08_000
2,88,187.97852,0.1483947,1,9473858_08_000
0,23,33.81872,0.06604793,3,9473858_08_000
1,11,41.54067,0.06450161,3,9473858_08_000
2,26,334.34412,0.04955155,3,9473858_08_000
3,113,332.08624,0.038705867,3,9473858_08_000
4,11,79.36227,0.06276238,3,9473858_08_000
5,11,270.56638,0.07676578,3,9473858_08_000
6,117,101.178764,0.021796178,3,9473858_08_000
0,21,140.34436,0.07240082,1,9473858_08_001
1,46,205.01207,0.16124988,1,9473858_08_001
0,18,54.95979,0.101599984,3,9473858_08_001
1,55,20.784153,0.054552518,3,9473858_08_001
2,16,56.262276,0.08630882,3,9473858_08_001
3,158,280.89166,0.10517338,3,9473858_08_001
4,14,43.263878,0.06443365,3,9473858_08_001
5,131,296.3633,0.07891274,3,9473858_08_001
6,29,27.056236,0.047745712,3,9473858_08_001
7,147,324.19745,0.044334393,3,9473858_08_001
8,16,294.45898,0.060374722,3,9473858_08_001
0,88,187.07375,0.14471085,1,9473858_08_002
1,20,208.2035,0.16230823,1,9473858_08_002
0,66,26.87398,0.061397478,3,9473858_08_002
1,532,56.258957,0.08340425,3,9473858_08_002
2,11,310.10342,0.076171234,3,9473858_08_002
3,20,328.69742,0.055614114,3,9473858_08_002
4,11,65.952934,0.119246036,3,9473858_08_002
5,97,296.81793,0.080153614,3,9473858_08_002
6,71,18.830748,0.044493895,3,9473858_08_002
7,38,341.84497,0.040258966,3,9473858_08_002
8,22,310.23334,0.06110645,3,9473858_08_002
0,35,133.79947,0.092573985,1,9473858_08_003
1,80,203.49986,0.15063302,1,9473858_08_003
0,40,21.862381,0.058923915,3,9473858_08_003
1,595,58.689117,0.07409899,3,9473858_08_003
2,11,326.44473,0.059187353,3,9473858_08_003
3,11,301.7766,0.081172764,3,9473858_08_003
4,93,27.495556,0.039842512,3,9473858_08_003
5,85,353.0928,0.04095567,3,9473858_08_003
6,23,76.07607,0.11417136,3,9473858_08_003
0,209,195.7343,0.14497757,1,9473858_08_004
0,25,318.644,0.07208214,3,9473858_08_004
1,17,15.708074,0.05756484,3,9473858_08_004
2,225,66.90153,0.0998099,3,9473858_08_004
3,80,42.564106,0.063457474,3,9473858_08_004
4,32,352.98013,0.033155415,3,9473858_08_004
0,34,343.60098,0.059652604,3,9473858_08_005
1,13,57.406666,0.10120869,3,9473858_08_005
2,47,23.379963,0.049770664,3,9473858_08_005
3,12,353.62045,0.04873246,3,9473858_08_005
0,17,237.96507,0.12362632,1,9473858_08_008
0,11,238.43054,0.12148298,1,9473858_08_009
0,16,353.225,0.15503158,1,9473858_08_010
1,13,125.74095,0.11753155,1,9473858_08_010
0,290,300.53394,0.11400863,3,9473858_08_010
1,16,246.50758,0.12977439,3,9473858_08_010
0,18,356.12323,0.17801692,1,9473858_08_011
1,36,353.0823,0.15953776,1,9473858_08_011
2,13,73.46363,0.09678121,1,9473858_08_011
3,24,125.52646,0.110788085,1,9473858_08_011
0,195,297.79367,0.11354782,3,9473858_08_011
0,11,356.8626,0.18040103,1,9473858_08_012
1,16,355.53323,0.1737584,1,9473858_08_012
2,58,82.20383,0.095178984,1,9473858_08_012
3,25,210.8448,0.070533834,1,9473858_08_012
4,24,126.088905,0.10629641,1,9473858_08_012
5,22,201.58643,0.073812276,1,9473858_08_012
0,112,302.42886,0.094290845,3,9473858_08_012
1,60,252.58238,0.12928997,3,9473858_08_012
0,14,84.15391,0.10628769,1,9473858_08_013
1,23,125.18374,0.10368306,1,9473858_08_013
0,46,349.37555,0.0869959,3,9473858_08_013
1,11,-2.1837547,0.079682045,3,9473858_08_013
2,105,302.60663,0.09531229,3,9473858_08_013
3,23,65.357925,0.118931286,3,9473858_08_013
4,161,270.16687,0.13051367,3,9473858_08_013
5,12,277.36597,0.13129947,3,9473858_08_013
6,33,243.1912,0.12611265,3,9473858_08_013
0,34,352.8694,0.17716414,1,9473858_08_014
1,305,47.816322,0.08564546,1,9473858_08_014
2,37,85.77465,0.10512504,1,9473858_08_014
3,54,122.34154,0.10398241,1,9473858_08_014
4,101,238.76025,0.12911354,1,9473858_08_014
5,190,179.83235,0.10338897,1,9473858_08_014
0,273,349.9033,0.08513004,3,9473858_08_014
1,12,266.26636,0.13414963,3,9473858_08_014
0,12,352.4636,0.17500615,1,9473858_08_015
1,388,44.472218,0.07603446,1,9473858_08_015
2,30,247.78386,0.108015984,1,9473858_08_015
3,78,119.94763,0.106781155,1,9473858_08_015
4,35,241.6302,0.108798504,1,9473858_08_015
0,225,353.5599,0.07700626,3,9473858_08_015
1,11,243.93573,0.12380458,3,9473858_08_015
0,22,352.44864,0.18047544,1,9473858_08_016
1,21,347.132,0.13883631,1,9473858_08_016
2,10,46.974243,0.077867396,1,9473858_08_016
3,31,129.10365,0.11105056,1,9473858_08_016
4,52,180.23163,0.10788513,1,9473858_08_016
0,209,292.14478,0.14046688,3,9473858_08_016
1,10,245.83955,0.12255651,3,9473858_08_016
2,16,240.08424,0.1289795,3,9473858_08_016
0,136,116.76182,0.115002565,1,9473858_08_017
0,169,292.21304,0.1384649,3,9473858_08_017
1,188,253.01877,0.109571636,3,9473858_08_017
0,17,311.10233,0.097670995,3,9473858_08_018
1,87,270.9624,0.115866326,3,9473858_08_018
2,119,239.35712,0.0996701,3,9473858_08_018
0,19,112.24337,0.12311362,1,9473858_08_019
0,21,305.30173,0.10362901,3,9473858_08_019
1,29,306.94653,0.09165228,3,9473858_08_019
2,14,59.687653,0.08504363,3,9473858_08_019
3,453,252.08934,0.10178989,3,9473858_08_019
0,118,111.73659,0.12462704,1,9473858_08_020
0,102,304.10657,0.09619888,3,9473858_08_020
1,17,33.56433,0.072070576,3,9473858_08_020
2,864,266.9119,0.12053963,3,9473858_08_020
3,28,102.084114,0.100240566,3,9473858_08_020
4,12,107.17303,0.11567243,3,9473858_08_020
5,125,228.43057,0.10593212,3,9473858_08_020
0,22,114.82488,0.12553681,1,9473858_08_021
0,11,304.96185,0.10041938,3,9473858_08_021
1,21,65.18057,0.097911604,3,9473858_08_021
2,772,261.32156,0.112773135,3,9473858_08_021
3,225,273.6382,0.14119722,3,9473858_08_021
4,18,102.05924,0.102545,3,9473858_08_021
0,187,266.86017,0.12009379,3,9473858_08_022
1,15,94.825516,0.09828017,3,9473858_08_022
0,12,221.00854,0.112991065,1,9474901_00_000
1,49,200.62715,0.10732914,1,9474901_00_000
2,19,215.90047,0.12406067,1,9474901_00_000
0,13,183.44582,0.11913998,1,9474901_00_001
1,15,219.2539,0.1614101,1,9474901_00_001
2,19,201.90416,0.14216755,1,9474901_00_001
3,25,195.32535,0.14029224,1,9474901_00_001
4,21,189.65161,0.13921079,1,9474901_00_001
5,62,208.02744,0.1651181,1,9474901_00_001
6,30,201.44186,0.1586509,1,9474901_00_001
7,22,214.7336,0.18340717,1,9474901_00_001
0,49,28.269438,0.045643203,3,9474901_00_003
0,20,345.96793,0.021992166,1,9474901_00_011
1,12,302.93726,0.018642945,1,9474901_00_011
2,97,354.50922,0.00875416,1,9474901_00_011
3,18,264.09152,0.014239488,1,9474901_00_011
0,156,214.9805,0.13833563,1,9475286_00_000
1,23,189.10966,0.13647224,1,9475286_00_000
2,139,193.05188,0.1648044,1,9475286_00_000
3,10,200.09871,0.16005188,1,9475286_00_000
4,10,200.12091,0.17172647,1,9475286_00_000
0,14,182.93163,0.17131492,1,9475286_00_001
0,10,154.56778,0.101427205,1,9475286_00_002
0,177,88.75368,0.041848525,3,9475286_00_002
0,94,42.02383,0.054448765,3,9475286_00_003
1,15,73.88356,0.11151929,3,9475286_00_003
2,168,95.27815,0.077599026,3,9475286_00_003
3,12,99.135925,0.0282492,3,9475286_00_003
0,12,46.678913,0.09849057,3,9475286_00_004
0,10,50.8079,0.11552666,3,9475286_00_006
0,13,189.29652,0.008179772,1,9475286_00_010
0,14,345.0051,0.15124308,1,9475286_00_014
0,15,96.56756,0.07283523,1,9475286_00_015
0,127,186.26021,0.15103622,1,9475286_01_000
0,18,330.41074,0.042237554,3,9475286_01_000
0,66,175.22041,0.1394572,1,9475286_01_001
0,14,155.6677,0.117533945,1,9475286_01_002
1,13,162.02216,0.12861714,1,9475286_01_002
0,322,76.67786,0.028890263,3,9475286_01_002
0,47,201.8064,0.16620386,1,9475286_01_003
0,26,59.62273,0.114111654,3,9475286_01_003
1,181,93.05363,0.057406113,3,9475286_01_003
0,12,62.711792,0.107385024,3,9475286_01_004
1,13,52.270065,0.03592061,3,9475286_01_004
0,16,29.920177,0.09481817,3,9475286_01_005
0,17,284.5792,0.11703401,3,9475286_01_009
0,124,282.05002,0.109650254,3,9475286_01_010
1,37,204.11275,0.10178502,3,9475286_01_010
2,10,200.33289,0.1356266,3,9475286_01_010
0,418,281.07996,0.106499456,3,9475286_01_011
0,256,275.55743,0.11047819,3,9475286_01_012
0,92,273.67575,0.10583707,3,9475286_01_013
0,39,331.33197,0.091296166,3,9475286_03_000
0,16,161.86899,0.12651646,1,9475286_03_001
0,231,326.40717,0.083984,3,9475286_03_001
1,282,19.043056,0.037575778,3,9475286_03_001
0,10,41.010815,0.10651427,3,9475286_03_002
1,107,19.489616,0.040572327,3,9475286_03_002
2,22,55.324135,0.05652714,3,9475286_03_002
3,52,77.5581,0.029563433,3,9475286_03_002
0,13,25.672537,0.11284383,3,9475286_03_003
1,22,46.577736,0.12520544,3,9475286_03_003
2,31,49.71515,0.102677114,3,9475286_03_003
3,86,20.483604,0.04696452,3,9475286_03_003
4,17,70.5807,0.06342484,3,9475286_03_003
0,88,29.522453,0.09821345,3,9475286_03_004
1,12,54.062714,0.09432056,3,9475286_03_004
0,18,20.72427,0.112909205,3,9475286_03_005
0,12,59.57946,0.11661563,3,9475286_03_006
0,21,246.95667,0.081500195,3,9475286_03_007
0,124,309.83463,0.12874593,3,9475286_03_008
1,35,302.9586,0.10933972,3,9475286_03_008
2,21,298.01172,0.09343675,3,9475286_03_008
3,25,265.00238,0.09178436,3,9475286_03_008
4,79,243.83977,0.08315188,3,9475286_03_008
0,98,312.40173,0.11562996,3,9475286_03_009
1,250,297.85797,0.09935312,3,9475286_03_009
0,208,293.0451,0.104530774,3,9475286_03_010
0,36,258.37076,0.084047,3,9475286_03_012
0,15,110.127495,0.11565941,1,9475286_03_016
0,43,176.41313,0.15482077,1,9476561_10_001
0,12,270.42804,0.13735919,3,9476561_10_004
0,27,267.11807,0.15097441,3,9476561_10_005
0,28,206.36302,0.15187383,1,9476561_10_021
0,974,206.32683,0.13826197,1,9476561_10_022
1,10,199.90938,0.1145258,1,9476561_10_022
0,24,172.9502,0.120606266,1,9478184_06_001
0,18,258.81192,0.101809405,1,9478184_06_007
0,20,233.6455,0.1470394,1,9478184_06_008
0,29,311.2062,0.14494283,3,9478184_06_010
0,34,181.32365,0.06629792,3,9478184_06_021
1,17,198.66486,0.07036346,3,9478184_06_021
0,18,236.41078,0.14127602,1,9478285_00_000
1,14,232.30804,0.15740389,1,9478285_00_000
2,18,221.4268,0.15381695,1,9478285_00_000
0,127,191.23802,0.17442907,1,9478285_00_001
0,13,179.56194,0.15410575,1,9478285_00_002
1,12,179.83167,0.17475106,1,9478285_00_002
0,38,294.2571,0.09052318,3,9478285_00_011
0,32,212.53362,0.20620242,1,9478285_00_022
0,33,227.01176,0.12654814,1,9478285_01_000
1,10,231.10689,0.15544732,1,9478285_01_000
2,10,219.37498,0.14998578,1,9478285_01_000
0,31,190.23549,0.18018675,1,9478285_01_001
0,26,206.40349,0.13754515,1,9478285_01_014
1,20,196.334,0.1473597,1,9478285_01_014
0,11,144.31699,0.14426106,1,9478285_01_022
0,10,217.91809,0.17908667,1,9479978_03_000
1,123,205.13515,0.16898894,1,9479978_03_000
2,85,194.60455,0.1740623,1,9479978_03_000
0,40,43.90062,0.05709498,3,9479978_03_000
1,321,74.55282,0.046078242,3,9479978_03_000
2,11,252.54787,0.11756685,3,9479978_03_000
0,57,204.99799,0.17001697,1,9479978_03_001
1,117,191.64798,0.17087604,1,9479978_03_001
0,35,45.355385,0.059634764,3,9479978_03_001
1,113,59.619198,0.053544305,3,9479978_03_001
0,29,282.0839,0.16793047,3,9479978_03_003
0,35,283.3512,0.1702917,3,9479978_03_004
0,16,53.92543,0.100236006,3,9479978_03_005
0,36,239.8039,0.11963678,1,9479978_03_006
0,25,285.80325,0.17709298,3,9479978_03_006
1,292,85.81487,0.033937264,3,9479978_03_006
0,11,284.31735,0.17828944,3,9479978_03_007
1,1032,86.02062,0.042537276,3,9479978_03_007
2,114,86.32142,0.11379094,3,9479978_03_007
0,11,108.44717,0.09453674,1,9479978_03_008
0,153,334.71292,0.072817296,3,9479978_03_008
1,1630,80.69811,0.059032846,3,9479978_03_008
0,51,108.33281,0.08415632,1,9479978_03_009
1,11,109.67661,0.09168137,1,9479978_03_009
0,590,84.4396,0.102819316,3,9479978_03_009
1,34,300.07385,0.03478549,3,9479978_03_009
2,424,85.32657,0.038802225,3,9479978_03_009
