,areas,phi,rho,seg,name
3,55,275.73312,0.09075282,3,9479978_03_009
0,10,88.4723,0.06967065,1,9479978_03_010
1,22,132.87535,0.11739363,1,9479978_03_010
0,319,81.799416,0.09676401,3,9479978_03_010
1,89,95.61441,0.044522382,3,9479978_03_010
0,51,136.77158,0.11862905,1,9479978_03_011
0,141,76.59862,0.08393799,3,9479978_03_011
1,10,85.784775,0.09920104,3,9479978_03_011
0,227,89.57871,0.08566059,3,9479978_03_012
0,10,206.32228,0.11234939,1,9479978_03_013
1,10,200.67073,0.12176886,1,9479978_03_013
0,329,101.1288,0.0937566,3,9479978_03_013
0,34,89.7071,0.1002318,3,9479978_03_014
0,176,143.21341,0.1372385,1,9479978_03_016
0,468,186.34444,0.13446984,1,9480215_00_001
1,24,199.81575,0.107670866,1,9480215_00_001
2,15,233.18948,0.18202321,1,9480215_00_001
3,10,178.35059,0.13072732,1,9480215_00_001
4,61,204.30367,0.20774296,1,9480215_00_001
0,1949,193.3291,0.17620367,1,9480215_00_002
1,10,179.24431,0.13824892,1,9480215_00_002
0,1763,192.68695,0.17686883,1,9480215_00_003
1,19,172.9829,0.1425215,1,9480215_00_003
0,525,339.37573,0.039168198,3,9480215_00_003
0,1596,193.26585,0.17596748,1,9480215_00_004
0,1535,320.29437,0.024124473,3,9480215_00_004
1,10,114.11789,0.04040946,3,9480215_00_004
2,13,153.68185,0.035432257,3,9480215_00_004
0,1466,191.92233,0.17395858,1,9480215_00_005
0,1702,335.57727,0.013803368,3,9480215_00_005
1,18,57.405006,0.11755362,3,9480215_00_005
0,976,189.59459,0.1718,1,9480215_00_006
0,1369,59.80597,0.008759251,3,9480215_00_006
0,557,190.85661,0.17376713,1,9480215_00_007
0,77,27.341732,0.067367844,3,9480215_00_007
1,438,139.72134,0.011141254,3,9480215_00_007
2,16,238.34148,0.036618717,3,9480215_00_007
0,109,193.67354,0.17271566,1,9480215_00_008
0,720,154.14314,0.097334296,1,9480215_00_009
0,341,150.09196,0.09981157,1,9480215_00_010
1,10,148.89027,0.13952875,1,9480215_00_010
0,22,297.2974,0.19207256,3,9480215_00_010
0,860,152.29916,0.1011779,1,9480215_00_011
1,17,210.7631,0.08782543,1,9480215_00_011
0,407,152.94365,0.0966,1,9480215_00_012
0,17,147.83598,0.13946609,1,9480215_00_013
0,26,339.01877,0.13026954,3,9480215_00_014
0,72,335.213,0.12918238,3,9480215_00_015
0,122,330.98706,0.12932204,3,9480215_00_016
1,88,348.74622,0.0832967,3,9480215_00_016
2,20,315.76437,0.13261126,3,9480215_00_016
0,117,325.59305,0.12713742,3,9480215_00_017
0,25,214.9782,0.12507172,1,9480215_00_022
0,51,199.90198,0.14108288,1,9480215_01_000
1,102,201.51305,0.18801041,1,9480215_01_000
0,18,196.89926,0.14716119,1,9480215_01_001
1,139,201.35623,0.19227166,1,9480215_01_001
0,74,201.07446,0.19558367,1,9480215_01_002
1,42,192.03317,0.2001124,1,9480215_01_002
2,22,197.84523,0.21484119,1,9480215_01_002
3,16,188.85712,0.21071716,1,9480215_01_002
0,94,200.68903,0.20181625,1,9480215_01_003
1,302,190.39775,0.2022197,1,9480215_01_003
0,184,7.381882,0.031448733,3,9480215_01_003
1,10,53.19444,0.094388105,3,9480215_01_003
2,165,49.1566,0.0670306,3,9480215_01_003
0,14,183.91344,0.17618947,1,9480215_01_004
1,295,188.05171,0.19881558,1,9480215_01_004
0,47,18.30237,0.018466549,3,9480215_01_004
0,23,173.67097,0.13778523,1,9480215_01_005
1,668,182.23073,0.18628584,1,9480215_01_005
0,232,45.431824,0.0807768,3,9480215_01_005
0,63,176.88411,0.18106668,1,9480215_01_006
0,365,43.129,0.08696932,3,9480215_01_006
0,346,48.120625,0.095570564,3,9480215_01_007
1,165,308.8314,0.0718092,3,9480215_01_007
2,15,281.52664,0.060080573,3,9480215_01_007
0,465,156.78992,0.10686501,1,9480215_01_010
0,691,156.21973,0.10741776,1,9480215_01_011
1,13,196.60307,0.10519981,1,9480215_01_011
0,355,330.11755,0.11492055,3,9480215_01_011
0,588,331.52005,0.10802656,3,9480215_01_013
0,414,329.7121,0.115792274,3,9480215_01_014
0,468,132.87573,0.13296862,1,9480215_01_018
0,11,126.9935,0.12885955,1,9480215_01_019
1,17,128.83293,0.13494658,1,9480215_01_019
0,11,178.68643,0.1591692,1,9481413_03_000
0,10,354.86853,0.07145871,3,9481413_03_000
1,239,23.402632,0.051756877,3,9481413_03_000
2,69,306.98773,0.08567759,3,9481413_03_000
0,12,168.60767,0.15221816,1,9481413_03_001
1,18,211.5165,0.17701526,1,9481413_03_001
2,26,191.29436,0.15924534,1,9481413_03_001
0,16,323.42426,0.0966617,3,9481413_03_001
1,26,-0.8793662,0.07309084,3,9481413_03_001
2,516,33.28025,0.059896305,3,9481413_03_001
3,119,329.25024,0.06979417,3,9481413_03_001
0,19,328.51166,0.08987788,3,9481413_03_002
1,24,0.5278626,0.074956276,3,9481413_03_002
2,345,35.23376,0.068981834,3,9481413_03_002
0,12,11.303513,0.07855434,3,9481413_03_003
1,17,340.11023,0.0812643,3,9481413_03_003
2,233,19.737978,0.066971116,3,9481413_03_003
3,19,352.56433,0.066468544,3,9481413_03_003
0,160,33.603172,0.08068443,3,9481413_03_004
1,160,356.4709,0.064639315,3,9481413_03_004
2,22,62.54484,0.10524411,3,9481413_03_004
0,112,32.85488,0.08305462,3,9481413_03_005
1,48,12.102479,0.067853875,3,9481413_03_005
2,69,348.11237,0.0656545,3,9481413_03_005
3,14,60.857574,0.124141484,3,9481413_03_005
4,28,68.43776,0.07534195,3,9481413_03_005
0,32,69.934166,0.10917566,3,9481413_03_006
1,26,98.19314,0.08490258,3,9481413_03_006
0,35,242.3432,0.12737787,1,9481413_03_007
0,49,66.63783,0.13794345,3,9481413_03_007
0,24,107.843735,0.10784987,1,9481413_03_008
1,20,114.4787,0.09072136,1,9481413_03_008
0,63,301.16556,0.18159348,3,9481413_03_008
1,506,63.072845,0.08951392,3,9481413_03_008
0,16,227.81136,0.07777675,1,9481413_03_009
1,13,138.29684,0.1259567,1,9481413_03_009
0,810,57.009987,0.09526988,3,9481413_03_009
0,777,49.875114,0.107417494,3,9481413_03_010
0,11,110.6711,0.106255725,1,9481413_03_011
1,56,127.598976,0.11001924,1,9481413_03_011
2,29,198.78716,0.083155185,1,9481413_03_011
0,1280,50.3441,0.1058535,3,9481413_03_011
1,32,302.7416,0.1415499,3,9481413_03_011
0,13,93.0701,0.10360017,1,9481413_03_012
1,88,125.49141,0.10916669,1,9481413_03_012
2,88,196.39774,0.07724813,1,9481413_03_012
3,11,192.4635,0.09709684,1,9481413_03_012
0,1084,48.814617,0.108078435,3,9481413_03_012
1,37,296.3244,0.119371995,3,9481413_03_012
0,26,232.97278,0.07675188,1,9481413_03_013
1,14,123.73059,0.11203743,1,9481413_03_013
2,241,197.92613,0.07907566,1,9481413_03_013
0,30,345.62747,0.09825811,3,9481413_03_013
1,1008,53.812046,0.100149415,3,9481413_03_013
0,11,253.61133,0.08195439,1,9481413_03_014
1,357,210.7048,0.10223694,1,9481413_03_014
2,32,200.0156,0.08393403,1,9481413_03_014
0,787,228.03247,0.105821945,1,9481413_03_015
1,14,124.019165,0.12315396,1,9481413_03_015
2,25,235.64127,0.14217933,1,9481413_03_015
0,630,52.78359,0.09707153,3,9481413_03_015
0,35,246.17702,0.114367664,1,9481413_03_016
1,540,230.86195,0.11756094,1,9481413_03_016
0,37,348.06165,0.10266273,3,9481413_03_016
0,14,55.02345,0.092650086,3,9481413_03_017
0,11,87.242424,0.11570866,3,9481413_03_019
0,45,179.91586,0.11240983,1,9481413_08_000
0,31,303.32645,0.11205231,3,9481413_08_000
1,48,312.47958,0.078758135,3,9481413_08_000
2,221,327.449,0.034952987,3,9481413_08_000
3,38,290.2374,0.07575199,3,9481413_08_000
4,42,284.18884,0.04887338,3,9481413_08_000
0,38,350.57495,0.07064238,3,9481413_08_001
1,146,316.2145,0.08253492,3,9481413_08_001
2,14,339.7558,0.065190345,3,9481413_08_001
3,23,24.794584,0.05708494,3,9481413_08_001
4,58,45.44619,0.06449766,3,9481413_08_001
5,30,176.02666,0.002220929,3,9481413_08_001
6,53,263.5837,0.029301096,3,9481413_08_001
0,11,139.89886,0.074754834,1,9481413_08_002
1,48,221.27335,0.14457564,1,9481413_08_002
2,23,163.15575,0.13081262,1,9481413_08_002
3,10,221.21866,0.15935011,1,9481413_08_002
0,13,41.274174,0.095457174,3,9481413_08_002
1,51,6.31121,0.07362508,3,9481413_08_002
2,487,32.385723,0.06272882,3,9481413_08_002
3,411,308.19006,0.081289664,3,9481413_08_002
4,17,313.4731,0.05419871,3,9481413_08_002
5,15,65.44843,0.05135103,3,9481413_08_002
6,20,93.290504,0.036277108,3,9481413_08_002
0,108,221.85248,0.13776255,1,9481413_08_003
0,497,28.33617,0.06814529,3,9481413_08_003
1,17,347.44662,0.0768836,3,9481413_08_003
2,39,320.54205,0.089106016,3,9481413_08_003
3,29,59.751167,0.09426423,3,9481413_08_003
4,149,305.5396,0.07062944,3,9481413_08_003
5,12,68.48196,0.05433061,3,9481413_08_003
0,696,32.830505,0.07123705,3,9481413_08_004
1,15,346.61676,0.078880385,3,9481413_08_004
2,67,347.6637,0.06641198,3,9481413_08_004
3,58,61.038616,0.11171496,3,9481413_08_004
4,15,361.11374,0.040720887,3,9481413_08_004
5,44,71.01038,0.08936246,3,9481413_08_004
6,19,311.55835,0.057999432,3,9481413_08_004
7,17,13.809376,0.032120973,3,9481413_08_004
8,30,342.54117,0.03176643,3,9481413_08_004
9,17,54.918728,0.047322676,3,9481413_08_004
10,14,305.19867,0.047630314,3,9481413_08_004
11,16,85.23947,0.06894289,3,9481413_08_004
0,18,117.17432,0.09931516,1,9481413_08_005
0,503,37.330738,0.07921928,3,9481413_08_005
1,68,344.26978,0.06913284,3,9481413_08_005
2,40,63.812077,0.13114445,3,9481413_08_005
3,35,70.2552,0.07938517,3,9481413_08_005
4,10,89.42151,0.082031384,3,9481413_08_005
0,227,35.512638,0.07967564,3,9481413_08_006
1,14,55.684116,0.11804627,3,9481413_08_006
2,49,64.29752,0.1326707,3,9481413_08_006
3,23,344.86694,0.066439494,3,9481413_08_006
4,44,99.10863,0.08523277,3,9481413_08_006
0,37,256.01477,0.12344184,1,9481413_08_008
0,11,244.39905,0.07230871,1,9481413_08_009
0,57,297.3823,0.18190393,3,9481413_08_009
0,23,109.63883,0.11455484,1,9481413_08_010
0,65,125.70256,0.10741475,1,9481413_08_011
0,87,29.383656,0.10735885,3,9481413_08_011
1,46,305.25482,0.14104728,3,9481413_08_011
0,28,86.82949,0.11516231,1,9481413_08_012
1,32,126.02558,0.10468173,1,9481413_08_012
0,32,35.065025,0.12370268,3,9481413_08_012
1,168,25.785936,0.101498604,3,9481413_08_012
0,51,122.32638,0.106957756,1,9481413_08_013
1,59,200.1891,0.050077666,1,9481413_08_013
2,11,217.56937,0.05528955,1,9481413_08_013
3,34,207.76064,0.061350506,1,9481413_08_013
0,28,249.38995,0.07180306,1,9481413_08_014
1,62,226.33008,0.07392586,1,9481413_08_014
2,60,211.75586,0.060744353,1,9481413_08_014
3,21,202.87817,0.06851209,1,9481413_08_014
0,36,279.5393,0.0982578,1,9481413_08_015
1,65,274.2441,0.08992419,1,9481413_08_015
2,450,233.609,0.09459109,1,9481413_08_015
3,13,211.78833,0.063180156,1,9481413_08_015
4,19,211.70921,0.107014745,1,9481413_08_015
0,188,345.278,0.107282646,3,9481413_08_015
1,10,331.7755,0.106975734,3,9481413_08_015
0,18,254.77953,0.1271564,1,9481413_08_016
1,59,242.81761,0.11082448,1,9481413_08_016
0,83,343.10684,0.10428835,3,9481413_08_016
1,11,287.27625,0.16264811,3,9481413_08_016
0,21,280.21506,0.14303687,3,9481413_08_017
0,22,279.17667,0.14359906,3,9481413_08_018
0,15,348.2436,0.11744707,3,9481542_00_010
0,18,355.6086,0.10853741,3,9481542_00_011
1,21,346.98248,0.10855017,3,9481542_00_011
0,13,357.22144,0.096563384,3,9481542_00_012
0,51,229.71869,0.1408872,1,9481542_03_008
1,137,220.85355,0.12395112,1,9481542_03_008
2,177,229.99727,0.17589627,1,9481542_03_008
0,24,298.4481,0.18069808,3,9481542_03_010
1,33,312.8265,0.11629294,3,9481542_03_010
0,262,310.63046,0.10428219,3,9481542_03_011
0,125,39.28845,0.11540177,3,9481542_03_012
1,21,47.137474,0.12782955,3,9481542_03_012
0,315,37.889053,0.10704435,3,9481542_03_013
0,365,42.016785,0.09770155,3,9481542_03_014
0,58,199.20741,0.19624767,1,9482887_00_001
0,214,152.2638,0.14644274,1,9482887_00_007
0,11,225.50986,0.17149922,1,9482887_00_008
1,644,154.43506,0.15608884,1,9482887_00_008
0,510,155.19038,0.1601807,1,9482887_00_009
0,803,58.49324,0.04951397,3,9484333_01_000
0,847,75.3952,0.0697402,3,9484333_01_001
0,423,78.00916,0.0774172,3,9484333_01_002
0,25,59.81793,0.08067531,3,9484333_01_003
0,16,243.8976,0.11546714,1,9484333_01_007
1,34,238.75499,0.12534583,1,9484333_01_007
0,19,201.1236,0.0775045,1,9484333_01_011
0,139,190.57785,0.08091247,1,9484333_01_012
0,20,353.05176,0.06356613,3,9484333_01_012
1,10,70.22534,0.13490194,3,9484333_01_012
0,14,350.22873,0.06283179,3,9484333_01_013
0,12,127.03774,0.12085543,1,9484333_01_014
0,1523,185.73718,0.122812085,1,9484333_10_000
1,10,201.09486,0.13207954,1,9484333_10_000
0,438,303.11426,0.074935704,3,9484333_10_000
1,940,69.0598,0.026431382,3,9484333_10_000
2,22,335.73196,0.04614968,3,9484333_10_000
0,11,155.51334,0.109157,1,9484333_10_001
1,728,188.6886,0.12163633,1,9484333_10_001
2,115,177.64821,0.1405195,1,9484333_10_001
0,227,297.09607,0.0896655,3,9484333_10_001
1,44,62.0022,0.11466846,3,9484333_10_001
2,32,54.900146,0.07899392,3,9484333_10_001
3,47,13.301454,0.04924599,3,9484333_10_001
4,18,290.7845,0.12009677,3,9484333_10_001
5,15,68.7217,0.12023409,3,9484333_10_001
6,407,77.95887,0.07830513,3,9484333_10_001
7,18,86.28232,0.05699357,3,9484333_10_001
0,84,188.50594,0.10693289,1,9484333_10_002
1,92,195.30446,0.11437787,1,9484333_10_002
2,495,212.15782,0.14763224,1,9484333_10_002
0,12,8.109024,0.049087502,3,9484333_10_002
1,42,59.730804,0.08392203,3,9484333_10_002
2,11,294.55063,0.094549626,3,9484333_10_002
3,117,83.52994,0.092528805,3,9484333_10_002
4,43,115.049,0.043474622,3,9484333_10_002
5,11,127.72042,0.029972818,3,9484333_10_002
0,589,212.44728,0.14734146,1,9484333_10_003
0,106,56.355625,0.07998595,3,9484333_10_003
1,77,347.72757,0.046875916,3,9484333_10_003
0,1148,205.99469,0.13726187,1,9484333_10_004
1,13,196.6059,0.11205164,1,9484333_10_004
0,578,34.17755,0.048571,3,9484333_10_004
0,378,209.47577,0.14320931,1,9484333_10_005
1,31,202.40094,0.15317686,1,9484333_10_005
0,146,358.55692,0.0406744,3,9484333_10_005
1,137,57.111965,0.06777849,3,9484333_10_005
2,81,76.55721,0.13576911,3,9484333_10_005
0,34,76.71486,0.14803168,3,9484333_10_006
1,95,91.11859,0.13776505,3,9484333_10_006
0,40,81.07769,0.14618115,3,9484333_10_007
0,13,290.96158,0.17786443,3,9484333_10_009
1,37,81.02962,0.15703946,3,9484333_10_009
0,42,107.316414,0.11309568,1,9484333_10_013
0,27,102.362755,0.11359415,1,9484333_10_014
1,20,191.86397,0.08412226,1,9484333_10_014
0,57,348.778,0.06297212,3,9484333_10_014
0,26,102.34524,0.115724504,1,9484333_10_015
1,43,212.0442,0.08410072,1,9484333_10_015
2,22,202.13545,0.08402138,1,9484333_10_015
0,51,350.25726,0.071314625,3,9484333_10_015
0,51,107.5548,0.11880371,1,9484333_10_016
0,62,106.049385,0.12310816,1,9484333_10_017
0,39,110.778656,0.12617797,1,9484333_10_018
0,17,112.16244,0.13119929,1,9484333_10_020
0,457,24.2119,0.061028846,3,9484408_00_000
1,11,302.95828,0.11380423,3,9484408_00_000
0,50,26.375332,0.05773925,3,9484408_00_001
0,20,51.951984,0.1232556,3,9484408_00_011
0,57,216.6862,0.09321872,1,9484408_00_014
1,40,211.86214,0.121473916,1,9484408_00_014
0,100,338.16888,0.0833155,3,9484408_00_014
0,46,342.42465,0.075005114,3,9484408_00_015
0,18,46.004295,0.08717571,3,9484408_00_016
0,351,8.963035,0.051481903,3,9484408_00_017
1,13,35.91013,0.07959186,3,9484408_00_017
2,11,47.538387,0.0907893,3,9484408_00_017
0,271,1.250576,0.059267446,3,9484408_00_018
1,12,50.122738,0.056398325,3,9484408_00_018
0,28,350.86456,0.06859624,3,9484408_00_019
0,49,342.38678,0.06984554,3,9484408_00_020
0,1937,188.71837,0.12247143,1,9484408_03_000
1,10,159.1699,0.09541004,1,9484408_03_000
2,23,162.33157,0.1129567,1,9484408_03_000
3,68,214.73332,0.1582806,1,9484408_03_000
0,2071,349.86136,0.050681815,3,9484408_03_000
0,11,142.25214,0.08193507,1,9484408_03_001
1,68,151.64406,0.095304385,1,9484408_03_001
2,1878,191.53848,0.124652304,1,9484408_03_001
3,115,165.69537,0.10741412,1,9484408_03_001
4,38,172.88042,0.14378943,1,9484408_03_001
0,21,24.24404,0.08541476,3,9484408_03_001
1,2059,7.034632,0.044644866,3,9484408_03_001
0,118,150.44957,0.10255339,1,9484408_03_002
1,11,159.19513,0.098129995,1,9484408_03_002
2,767,196.2322,0.14045402,1,9484408_03_002
0,13,31.267101,0.0919499,3,9484408_03_002
1,10,6.618992,0.07691206,3,9484408_03_002
2,900,52.040012,0.06834958,3,9484408_03_002
3,16,356.78134,0.063786,3,9484408_03_002
4,46,320.11682,0.06495125,3,9484408_03_002
5,196,351.59515,0.035990756,3,9484408_03_002
0,84,139.95865,0.09287105,1,9484408_03_003
1,231,192.51648,0.14596239,1,9484408_03_003
0,109,349.7137,0.06235518,3,9484408_03_003
1,24,20.609959,0.06578586,3,9484408_03_003
2,26,52.455685,0.085395604,3,9484408_03_003
3,15,68.288315,0.09855408,3,9484408_03_003
4,10,70.494705,0.07726448,3,9484408_03_003
0,26,131.7121,0.11698962,1,9484408_03_004
1,86,186.88737,0.14845373,1,9484408_03_004
2,15,195.29936,0.15038437,1,9484408_03_004
0,40,344.43643,0.067925245,3,9484408_03_004
1,57,39.887024,0.09111164,3,9484408_03_004
2,10,66.537704,0.12591158,3,9484408_03_004
3,93,32.209423,0.03667114,3,9484408_03_004
4,12,57.46779,0.054372363,3,9484408_03_004
5,16,75.26832,0.09517,3,9484408_03_004
0,368,183.97107,0.13812447,1,9484408_03_005
0,114,41.423088,0.09759668,3,9484408_03_005
1,74,65.222046,0.05695155,3,9484408_03_005
0,223,182.30495,0.13842542,1,9484408_03_006
1,12,171.05394,0.14029112,1,9484408_03_006
0,795,50.169464,0.07972821,3,9484408_03_006
1,19,73.4395,0.13271812,3,9484408_03_006
0,269,231.49327,0.1302265,1,9484408_03_007
0,1138,51.198853,0.07968639,3,9484408_03_007
0,1284,48.211636,0.07764609,3,9484408_03_008
0,1250,42.606457,0.07230132,3,9484408_03_009
1,17,-1.7557969,0.066536136,3,9484408_03_009
2,12,68.403305,0.091592066,3,9484408_03_009
0,11,15.750588,0.09179463,3,9484408_03_010
1,457,51.063248,0.072852075,3,9484408_03_010
2,14,69.48919,0.10707688,3,9484408_03_010
0,24,57.778828,0.12489403,3,9484408_03_011
1,14,61.65879,0.060668476,3,9484408_03_011
2,26,70.647095,0.06480121,3,9484408_03_011
0,12,205.3968,0.081247576,1,9484408_03_012
0,674,229.70107,0.12184685,1,9484408_03_015
0,18,33.352192,0.06444808,3,9484408_03_016
1,50,55.09145,0.091489926,3,9484408_03_016
0,19,280.1366,0.13532306,3,9484408_03_017
0,12,55.215683,0.102714956,3,9484408_03_018
0,14,70.69108,0.089187,3,9484408_03_019
1,28,264.08594,0.13322356,3,9484408_03_019
0,17,94.75987,0.09687643,3,9484408_03_022
0,10,184.44783,0.07455492,1,9484468_00_000
1,20,197.66321,0.09160997,1,9484468_00_000
2,31,184.2943,0.101431996,1,9484468_00_000
3,23,168.88257,0.1114894,1,9484468_00_000
4,33,193.81381,0.13241175,1,9484468_00_000
5,28,184.3385,0.15721467,1,9484468_00_000
0,10,350.66226,0.04665752,3,9484468_00_000
1,16,9.399153,0.045123912,3,9484468_00_000
2,21,290.48718,0.09487567,3,9484468_00_000
3,28,38.957756,0.036598545,3,9484468_00_000
0,110,193.76027,0.13327783,1,9484468_00_014
0,18,76.25502,0.11413095,3,9484468_00_018
0,25,93.09982,0.099126875,3,9484468_00_021
0,23,-5.0369134,0.15643585,1,9484850_01_010
0,19,145.85635,0.13177271,1,9484850_01_013
0,13,286.98755,0.15835941,3,9484850_01_013
1,19,275.54938,0.14480065,3,9484850_01_013
0,10,151.1003,0.13587376,1,9484850_01_014
0,43,249.52176,0.030892752,1,9484866_00_000
1,62,235.811,0.10289571,1,9484866_00_000
2,28,186.87895,0.0865251,1,9484866_00_000
3,32,199.45082,0.11779991,1,9484866_00_000
0,31,243.4582,0.12340617,1,9484866_00_001
1,11,177.63797,0.11488253,1,9484866_00_001
0,26,189.4634,0.14991173,1,9484866_03_001
0,563,144.73184,0.034329515,1,9486408_00_000
1,16,182.07068,0.041146256,1,9486408_00_000
2,18,176.06667,0.053825352,1,9486408_00_000
3,2727,198.90068,0.11775716,1,9486408_00_000
4,35,173.43628,0.063520424,1,9486408_00_000
5,23,177.02641,0.08663666,1,9486408_00_000
0,17,51.164906,0.103768796,3,9486408_00_000
0,257,119.257324,0.031660147,1,9486408_00_001
1,93,150.83485,0.057851847,1,9486408_00_001
2,26,158.22433,0.050056845,1,9486408_00_001
3,32,174.08353,0.06873737,1,9486408_00_001
4,3087,196.3221,0.11676121,1,9486408_00_001
5,19,173.61192,0.08595365,1,9486408_00_001
0,114,52.28262,0.07844099,3,9486408_00_001
0,54,117.2575,0.03627398,1,9486408_00_002
1,174,141.97945,0.05215131,1,9486408_00_002
2,10,195.45613,0.02986438,1,9486408_00_002
3,23,209.73772,0.0611451,1,9486408_00_002
4,3531,197.01869,0.11618664,1,9486408_00_002
0,94,57.036816,0.07652965,3,9486408_00_002
1,34,63.503708,0.09148067,3,9486408_00_002
0,907,206.80533,0.0390578,1,9486408_00_003
1,14,118.467766,0.052747052,1,9486408_00_003
2,20,143.05133,0.068684064,1,9486408_00_003
3,38,149.58858,0.08760275,1,9486408_00_003
4,30,221.37262,0.11451598,1,9486408_00_003
5,2611,194.37881,0.12192109,1,9486408_00_003
0,381,68.13065,0.09143642,3,9486408_00_003
0,3354,202.06935,0.110402845,1,9486408_00_004
1,37,230.88242,0.04889459,1,9486408_00_004
2,10,137.46732,0.0725162,1,9486408_00_004
0,134,61.8161,0.09432436,3,9486408_00_004
1,111,73.01733,0.104814574,3,9486408_00_004
0,104,204.75937,0.037016626,1,9486408_00_005
1,1140,194.83409,0.13036345,1,9486408_00_005
2,25,214.22598,0.14631204,1,9486408_00_005
0,15,250.54578,0.089414835,1,9486408_00_006
1,122,244.51608,0.12785241,1,9486408_00_006
2,22,208.93391,0.12395296,1,9486408_00_006
3,29,200.01686,0.1202357,1,9486408_00_006
4,124,185.66534,0.13116279,1,9486408_00_006
5,21,197.82243,0.13671638,1,9486408_00_006
0,13,311.76688,0.09054795,3,9486408_00_006
0,42,277.75812,0.022620488,1,9486408_00_007
1,61,219.76541,0.025388947,1,9486408_00_007
2,70,249.29799,0.08150014,1,9486408_00_007
3,13,172.39323,0.028983405,1,9486408_00_007
4,28,230.94835,0.08052361,1,9486408_00_007
0,11,254.52304,0.10393532,3,9486408_00_007
1,10,118.87871,0.10120412,3,9486408_00_007
0,74,275.0233,0.021425689,1,9486408_00_008
1,427,199.42747,0.027586536,1,9486408_00_008
2,28,255.14648,0.0757681,1,9486408_00_008
3,11,221.60735,0.04907973,1,9486408_00_008
4,12,167.83107,0.043303546,1,9486408_00_008
5,19,193.87779,0.056486025,1,9486408_00_008
0,41,283.03314,0.028481085,1,9486408_00_009
