,0,1,2
950,33790,28986,12321
951,21802,13228,1403
952,4072,4118,126
953,11226,13625,574
954,3070,12190,2196
955,4339,11124,1953
956,7559,12670,2324
957,17442,15864,6223
958,5168,4832,1468
959,3191,4258,1058
960,18012,9980,1057
961,19105,15796,1236
962,5386,5226,361
963,2067,5721,546
964,3904,8108,805
965,2992,11550,2103
966,9907,16141,1337
967,1538,2648,25
968,6583,6863,4198
969,5068,4617,2534
970,5059,8966,2837
971,10497,32086,9318
972,5632,7260,404
973,2184,6636,2037
974,75126,22255,1714
975,54241,18656,1279
976,40359,15596,1940
977,22851,19884,3184
978,39270,25189,8195
979,35912,13695,1569
980,41764,48810,6079
981,41350,22096,3964
982,892,5345,3128
983,4703,11554,16537
984,120,3612,460
985,2425,7501,193
986,20010,20413,2495
987,2052,4703,992
988,4457,7449,1217
989,14102,24914,3447
990,56965,22815,2065
991,8351,15987,1780
992,2929,24431,3310
993,7050,12237,323
994,60672,67349,4154
995,5628,5964,506
996,31759,16947,1442
997,35681,17153,1792
998,24633,16050,4441
999,31925,20622,2640
1000,8629,13828,1621
1001,18975,9779,2062
1002,15622,8629,2316
1003,25637,10101,832
1004,26453,11931,1669
1005,13449,4031,526
1006,64893,54180,9261
1007,27882,24282,8012
1008,7838,5348,449
1009,8996,9822,2140
1010,3204,6457,511
1011,6232,9664,1050
1012,2148,4621,1084
1013,72296,21718,3146
1014,35241,13726,520
1015,35387,33156,4405
1016,1034,2467,198
1017,3098,2166,31
1018,24301,6593,2252
1019,2540,7448,1446
1020,1427,7768,126
1021,72886,41971,3941
1022,51881,32303,1827
1023,36928,7705,1497
1024,1460,3285,385
1025,1651,4338,960
1026,3763,3842,57
1027,3051,1881,0
1028,28088,7605,3699
1029,33253,14069,3509
1030,12703,10536,1952
1031,1756,5210,799
1032,12874,15289,1600
1033,12412,3857,759
1034,23989,18386,1652
1035,8279,14276,12090
1036,15443,7058,1126
1037,14103,17847,1752
1038,819,8700,1988
1039,10118,7472,521
1040,12858,28615,347
1041,7458,15117,856
1042,8714,17106,1005
1043,42869,18041,2676
1044,4867,4032,4627
1045,32429,9375,1970
1046,6673,7263,29
1047,555,2320,1319
1048,12457,42650,6817
1049,14263,15175,13162
1050,61049,11632,2992
1051,35842,23004,6493
1052,8380,20031,3599
1053,3391,9975,1672
1054,1884,9423,727
1055,18076,4349,375
1056,44753,19003,2366
1057,91153,38012,6555
1058,6886,3373,818
1059,15351,7116,2245
1060,1172,3595,4223
1061,336,2517,1511
1062,13776,10131,570
1063,4163,7427,572
1064,4479,4628,451
1065,178215,29343,2665
1066,2544,5052,1788
1067,5295,18991,7120
1068,25372,16160,1646
1069,30510,20421,2717
1070,1532,2157,7
1071,3458,2886,177
1072,2088,3091,119
1073,5967,26128,3726
1074,1401,1313,749
1075,21343,15449,2393
1076,2231,2618,2286
1077,71337,21415,7478
1078,6026,6847,1336
1079,9980,21120,3230
1080,7132,5068,1359
1081,1858,8237,1747
1082,56727,16537,1022
1083,57293,15564,1290
1084,82446,26937,4398
1085,100242,49907,7604
1086,28628,29696,4866
1087,21478,15860,1328
1088,6382,5816,1204
1089,4178,2933,80
1090,5185,3983,6343
1091,17234,22055,2472
1092,33304,18984,1583
1093,35387,30887,3984
1094,39197,43057,2835
1095,7171,5732,1645
1096,7756,12556,2300
1097,10382,28925,7472
1098,12778,18234,2144
1099,14565,26980,5984
1100,59917,11717,3055
1101,46865,14921,4488
1102,9481,9949,2025
1103,1193,3212,302
1104,23936,20640,5135
1105,19158,22489,9308
1106,4466,7077,344
1107,1942,6974,215
1108,8272,4643,1583
1109,2303,4495,146
1110,2773,4479,262
1111,333,3724,396
1112,373,2841,235
1113,922,6537,949
1114,1084,1499,1675
1115,35,360,100
1116,5458,9363,3494
1117,21243,6452,3447
1118,22836,13812,3188
1119,30291,9445,3087
1120,11374,6103,749
1121,5835,3978,492
1122,7463,4166,311
1123,6635,6162,1351
1124,5055,5148,361
1125,29976,5819,1472
1126,5295,12971,2689
1127,31763,36754,9779
1128,4913,9904,1829
1129,6571,17398,4648
1130,55546,21722,19530
1131,257,3335,1285
1132,777,6836,1297
1133,9066,17368,1079
1134,4066,5683,73
1135,1478,9070,2574
1136,24988,26059,3941
1137,674,4581,476
1138,5008,5385,587
1139,4605,7120,1236
1140,10891,13848,4583
1141,8736,8300,292
1142,58263,17799,2710
1143,68995,17484,3998
1144,33598,10567,3639
1145,13355,12761,3665
1146,3566,4869,740
1147,7682,6612,592
1148,26958,18300,3180
1149,9817,7588,484
1150,4408,9163,1240
1151,35643,17962,2759
1152,60119,14528,1762
1153,82394,37426,15229
1154,11592,14451,512
1155,12195,15731,3293
1156,56908,40215,4508
1157,12121,19536,1882
1158,3579,8048,1201
1159,20112,12001,3022
1160,15823,8343,1395
1161,1668,5406,1347
1162,1768,11367,3138
1163,2230,14271,3921
1164,9021,12250,745
1165,691,1545,297
1166,3914,6070,1311
1167,11707,22366,3404
1168,2759,6216,372
1169,1007,3365,802
1170,39282,15029,492
1171,10711,9362,747
1172,133773,46895,6864
1173,90364,31087,12273
1174,24498,2991,1592
1175,13169,16650,3895
1176,8973,6930,462
1177,9250,6678,814
1178,15291,16111,2020
1179,18419,14082,1445
1180,8046,11261,1571
1181,8683,14368,1290
1182,2464,2566,405
1183,67510,12090,2716
1184,156970,43256,7899
1185,923,3777,1162
1186,20364,8048,1470
1187,232,1987,17
1188,9277,13522,1612
1189,19040,35946,7107
1190,5688,12400,1972
1191,7696,17240,2414
1192,3846,15909,628
1193,1511,10652,3318
1194,14011,8256,1467
1195,37948,26286,6684
1196,34062,28357,6455
1197,48961,41015,12650
1198,505,3621,458
1199,2876,7774,1181
1200,8334,8927,1124
1201,23609,31641,7127
1202,27978,6195,859
1203,2524,7352,15195
1204,23342,15321,813
1205,28919,29252,3783
1206,4007,6340,3502
1207,6221,11750,611
1208,3489,18309,2701
1209,21691,13163,1944
1210,16655,23797,3711
1211,15288,27228,4470
1212,35322,10329,2097
1213,18065,12192,1396
1214,17261,13963,1923
1215,17647,8284,1405
1216,2002,7474,703
1217,13041,24711,2380
1218,2551,6384,979
1219,5516,15978,5486
1220,15756,9397,944
1221,30164,14470,3069
1222,13900,5742,1229
1223,13372,11833,2981
1224,7884,6107,2297
1225,5846,6344,2114
1226,29896,14133,5049
1227,13839,28006,6275
1228,34274,5505,368
1229,2028,5430,1378
1230,8738,19402,8360
1231,15607,7891,1395
1232,21676,15633,1871
1233,2918,10810,3891
1234,2485,12905,5281
1235,6057,15888,7894
1236,3198,8006,1315
1237,34715,33623,7741
1238,1665,11820,2639
1239,40402,36120,4375
1240,1065,10296,556
1241,3004,11626,3382
1242,11470,12900,4914
1243,4722,6893,207
1244,9866,15988,2667
1245,8784,9482,2048
1246,15954,21279,4466
1247,6701,1969,235
1248,3863,4344,963
1249,38930,34213,4455
1250,5473,9330,2279
1251,10621,5984,1397
1252,5050,9346,1867
1253,2169,4233,653
1254,840,2390,1382
1255,26225,6865,909
1256,41664,10674,1573
1257,65920,24899,3931
1258,17410,13715,1579
1259,41042,23493,5897
1260,26160,41734,9357
1261,119397,56335,10653
1262,6160,5756,1955
1263,3315,8123,6136
1264,60537,20802,3281
1265,17772,11551,4960
1266,12957,14162,1559
1267,2412,9392,1295
1268,3024,7068,1154
1269,7883,12899,960
1270,15960,27366,4339
1271,7101,3597,976
1272,62679,35262,2581
1273,16632,45999,5245
1274,1942,3710,2333
1275,1556,8901,810
1276,44534,12842,1044
1277,423,1937,431
1278,2155,1473,314
1279,45874,18875,2043
1280,314,753,174
1281,80,809,52
1282,1996,9915,112
1283,10563,15714,747
1284,696,2660,662
1285,80887,26330,1359
1286,27771,20645,1050
1287,3399,2620,293
1288,1826,5215,1882
